7 ; 0.685
7.13 ; 0.702
7.26 ; 0.703
7.39 ; 0.693
7.52 ; 0.679
7.65 ; 0.66
7.78 ; 0.646
7.91 ; 0.642
8.04 ; 0.613
8.17 ; 0.603
8.3 ; 0.579
8.43 ; 0.555
8.56 ; 0.53
8.69 ; 0.496
8.82 ; 0.457
8.95 ; 0.418
9.08 ; 0.33
9.21 ; 0.29
9.34 ; -0.0257
9.47 ; -0.112
9.6 ; 0.216
9.73 ; 0.338
9.86 ; 0.373
9.99 ; 0.463
10.1 ; 0.478
10.3 ; 0.517
10.4 ; 0.557
10.5 ; 0.563
10.6 ; 0.598
10.8 ; 0.617
10.9 ; 0.623
11 ; 0.651
11.2 ; 0.661
11.3 ; 0.667
11.4 ; 0.689
11.6 ; 0.694
11.7 ; 0.699
11.8 ; 0.717
11.9 ; 0.721
12.1 ; 0.724
12.2 ; 0.739
12.3 ; 0.742
12.5 ; 0.743
12.6 ; 0.756
12.7 ; 0.758
12.9 ; 0.757
13 ; 0.768
13.1 ; 0.77
13.2 ; 0.767
13.4 ; 0.776
13.5 ; 0.778
13.6 ; 0.774
13.8 ; 0.78
13.9 ; 0.782
14 ; 0.777
14.2 ; 0.781
14.3 ; 0.783
14.4 ; 0.776
14.5 ; 0.778
14.7 ; 0.78
14.8 ; 0.772
14.9 ; 0.773
15.1 ; 0.774
15.2 ; 0.765
15.3 ; 0.764
15.5 ; 0.764
15.6 ; 0.753
15.7 ; 0.751
15.8 ; 0.75
16 ; 0.737
16.1 ; 0.735
16.2 ; 0.73
16.4 ; 0.715
16.5 ; 0.714
16.6 ; 0.703
16.8 ; 0.688
16.9 ; 0.687
17 ; 0.667
17.1 ; 0.656
17.3 ; 0.647
17.4 ; 0.621
17.5 ; 0.616
17.7 ; 0.585
17.8 ; 0.57
17.9 ; 0.545
18.1 ; 0.508
18.2 ; 0.487
18.3 ; 0.424
18.4 ; 0.397
18.6 ; 0.285
18.7 ; 0.208
18.8 ; -0.2
19 ; 0.103
19.1 ; 0.26
19.2 ; 0.379
19.4 ; 0.419
19.5 ; 0.457
19.6 ; 0.497
19.7 ; 0.528
19.9 ; 0.564
20 ; 0.615
